"APOGEE_ID","cluster"
"2M19110397-6014309",5
"2M16471235-0153543",4
"2M16564717-0408471",5
"2M13260935-4736011",4
"2M01022251-7051570",7
"2M12390377-2651202",3
"2M13261182-4737215",3
"2M17395977-5345039",4
"2M13255760-4731282",8
"2M10171382-4623259",7
"2M09111338-6457573",6
"2M16565475-0410556",5
"2M16234967-2642545",1
"2M13260880-4730345",3
"2M13253904-4718270",8
"2M18071190-2458586",3
"2M18592786-3636509",1
"2M13264541-4726222",3
"2M13262834-4726103",8
"2M13272962-4723277",3
"2M18362035-2357454",5
"2M10174661-4626160",6
"2M19534992+1841255",2
"2M19102316-6007047",4
"2M13271132-4724028",3
"2M09115540-6453102",6
"2M16232437-2632284",1
"2M10173685-4623120",6
"2M16232912-2630297",1
"2M10165495-4623196",5
"2M17403393-5344071",4
"2M18361814-2351240",5
"2M13262601-4721433",8
"2M13272224-4724516",4
"2M18363260-2348585",5
"2M13271582-4727546",4
"2M16232776-2638156",1
"2M19534108+1844112",2
"2M13262549-4724291",8
"2M13275371-4724421",1
"2M13254864-4739458",3
"2M16320891-1300161",1
"2M16412709+3628002",7
"2M17171531+4309465",3
"2M00253108-7202455",2
"2M18544275-3029012",7
"2M17143640-2928513",2
"2M21300420+1208275",4
"2M19110330-5959272",8
"2M15190244+0213503",6
"2M00231829-7209398",2
"2M10173811-4622393",7
"2M18551166-3028008",6
"2M19101264-5957363",8
"2M15181912+0203272",6
"2M09121166-6449035",7
"2M13262914-4727012",5
"2M13251186-4731006",3
"2M15182634+0206502",7
"2M09120438-6451243",7
"2M13265493-4724222",5
"2M13265831-4730108",8
"2M13260230-4741121",3
"2M17310045-2959502",7
"2M18361229-2353560",5
"2M13263929-4720555",5
"2M19112271-5958034",4
"2M21295028+1209027",8
"2M10174330-4624389",6
"2M19534575+1847547",2
"2M17273185-3048156",2
"2M19080290-6000366",4
"2M00204121-7202433",2
"2M17401723-5341573",4
"2M05241580-2429525",7
"2M13260299-4728594",8
"2M17342177-3906173",2
"2M13254692-4733171",1
"2M16231153-2626407",1
"2M18072123-2502436",6
"2M18134151-3148556",1
"2M13251810-4719297",8
"2M18360643-2349350",4
"2M18551026-3033406",6
"2M13245043-4732430",4
"2M06485888-3601165",3
"2M13274002-4723575",5
"2M18360484-2347074",4
"2M19105230-5957423",4
"2M13420986+2823043",6
"2M19395396-3057390",6
"2M13273669-4738325",4
"2M10174747-4623538",7
"2M13270244-4721069",8
"2M13253398-4721500",3
"2M18361538-2353471",7
"2M17361331-3833304",2
"2M13261456-4721229",4
"2M16414081+3634114",7
"2M16240120-2631326",1
"2M13274016-4733244",8
"2M13273661-4725046",5
"2M18355631-2409188",4
"2M01030778-7049464",6
"2M13270589-4727032",4
"2M00225403-7205169",2
"2M05135945-4005225",5
"2M13254839-4741144",5
"2M18364306-2400241",4
"2M13264100-4715383",5
"2M10173270-4625450",6
"2M18364602-2359157",4
"2M13260490-4731076",4
"2M16234053-2645249",1
"2M13275484-4735182",3
"2M13273206-4728228",7
"2M13273296-4735499",3
"2M00241961-7157141",2
"2M00231770-7205589",2
"2M16323361-1259410",1
"2M13254701-4727445",3
"2M00225819-7210003",2
"2M21332527-0049386",6
"2M13265588-4735187",5
"2M13263146-4722515",3
"2M19110196-6003329",8
"2M13411502+2824120",6
"2M18550076-3034068",7
"2M13265386-4737452",3
"2M16565514-0412188",8
"2M16565115-0402533",5
"2M19103649-5956076",8
"2M16472224-0157102",1
"2M16321394-1301086",1
"2M18013908-2650594",7
"2M13421553+2821237",7
"2M19105758-5959320",3
"2M00255712-7157118",2
"2M15183679+0206171",6
"2M13265319-4727004",8
"2M10173078-4628356",7
"2M16234798-2632428",1
"2M13260377-4746394",3
"2M16231503-2625546",1
"2M21294993+1208052",3
"2M19085558-6016324",4
"2M16233795-2628413",1
"2M19104123-6004367",8
"2M13244484-4720462",4
"2M13270053-4726415",5
"2M17023595-2615342",4
"2M13274064-4723189",4
"2M16234975-2628517",1
"2M17405369-5334132",5
"2M13271857-4736223",3
"2M17163903-2807212",2
"2M01025859-7051533",6
"2M13261740-4726306",7
"2M17165557+4309277",3
"2M13270924-4736360",5
"2M18362952-2405063",4
"2M13410322+2826217",7
"2M13260925-4721051",4
"2M19400012-3044361",4
"2M00253046-7158071",2
"2M00220995-7203195",2
"2M00222556-7153222",2
"2M00223195-7206489",2
"2M00224896-7155343",2
"2M00225680-7158291",2
"2M00230182-7203068",2
"2M00231878-7159552",2
"2M00232080-7155093",2
"2M00233019-7135539",2
"2M00233813-7204395",2
"2M00235186-7205011",2
"2M00235241-7155502",2
"2M00240404-7156262",2
"2M00240449-7157112",2
"2M00240996-7202592",2
"2M00241193-7151526",2
"2M00241254-7155158",2
"2M00241531-7202231",2
"2M00242863-7155159",2
"2M00243138-7201254",2
"2M00243984-7202295",2
"2M00244100-7158186",2
"2M00250693-7203064",2
"2M00250716-7200415",2
"2M00253093-7204198",2
"2M00254556-7200404",2
"2M00255366-7152071",2
"2M00255446-7201491",2
"2M00262629-7200544",2
"2M00263341-7204532",2
"2M00263501-7206444",2
"2M00523129-2639008",3
"2M00523890-2635317",1
"2M00524655-2631523",3
"2M00524910-2640072",5
"2M00525215-2629455",3
"2M00525845-2636062",5
"2M01030849-7045280",6
"2M01031840-7051505",7
"2M01032407-7047506",6
"2M01032522-7049591",6
"2M01032882-7049527",6
"2M01033301-7049372",6
"2M01033557-7051288",6
"2M01040988-7049420",6
"2M05134480-4000280",6
"2M05135302-4000429",7
"2M05135462-4005094",7
"2M05140132-4002058",6
"2M05140418-4003223",6
"2M05140431-4002468",6
"2M05140584-4002126",7
"2M05140837-4000501",6
"2M05141035-3958148",6
"2M05141446-4001109",6
"2M05240439-2431520",7
"2M05240912-2434160",7
"2M05240938-2432460",6
"2M05241110-2430184",7
"2M05241343-2428088",7
"2M05241793-2430580",7
"2M05241873-2430146",6
"2M06485916-3600503",7
"2M09112203-6454100",7
"2M09115296-6450479",7
"2M09115477-6450336",6
"2M09120249-6451100",6
"2M09120968-6447383",6
"2M09121527-6453072",6
"2M09121709-6452338",6
"2M09121969-6443557",7
"2M09122138-6456126",7
"2M09122993-6450113",7
"2M09123015-6449519",7
"2M09123477-6452454",7
"2M09123551-6450430",6
"2M09124003-6453358",7
"2M09130981-6452467",6
"2M09135425-6454345",7
"2M10154750-4625525",5
"2M10161456-4608599",7
"2M10162923-4620193",7
"2M10164308-4612312",7
"2M10164725-4616459",7
"2M10164858-4623058",7
"2M10164888-4618069",6
"2M10171057-4620107",6
"2M10171520-4629433",7
"2M10172063-4620079",6
"2M10172837-4619024",7
"2M10173485-4621446",6
"2M10173729-4620154",7
"2M10174206-4628297",7
"2M10174958-4626261",7
"2M10180150-4632342",6
"2M10180440-4639340",5
"2M10182117-4613313",7
"2M12391623-2647468",3
"2M12391893-2649418",5
"2M12391972-2644163",3
"2M12392465-2643331",5
"2M12392939-2644225",5
"2M12393083-2647526",5
"2M13131736+1814463",5
"2M13161223+1746228",5
"2M13162644+1740076",3
"2M13163595+1741127",4
"2M13163790+1745355",3
"2M13233428-4734432",3
"2M13243291-4721543",3
"2M13243407-4728452",3
"2M13243844-4736586",5
"2M13243893-4731381",3
"2M13243895-4715532",3
"2M13244387-4727030",4
"2M13245051-4725400",4
"2M13245418-4743535",5
"2M13245648-4744287",3
"2M13245940-4707091",7
"2M13250069-4719506",3
"2M13250590-4720486",5
"2M13250927-4730338",3
"2M13251015-4730495",3
"2M13251161-4727080",1
"2M13251253-4734294",3
"2M13251408-4726367",1
"2M13251525-4739515",3
"2M13251852-4724164",3
"2M13251897-4728509",7
"2M13251928-4735070",3
"2M13252770-4724458",3
"2M13252908-4738433",3
"2M13252924-4723060",8
"2M13253174-4723207",5
"2M13253265-4719121",3
"2M13253283-4729011",5
"2M13253438-4721538",3
"2M13253460-4727504",8
"2M13253538-4741479",3
"2M13253633-4732131",3
"2M13253662-4729036",3
"2M13253763-4716111",3
"2M13253773-4732474",8
"2M13253808-4724539",4
"2M13253874-4727582",8
"2M13253875-4728552",8
"2M13253950-4714055",4
"2M13254217-4733437",1
"2M13254241-4734531",8
"2M13254515-4732382",3
"2M13254631-4730283",8
"2M13254757-4732378",3
"2M13254886-4722355",4
"2M13254891-4733257",3
"2M13254952-4727203",5
"2M13255029-4738030",8
"2M13255090-4734015",8
"2M13255149-4728387",3
"2M13255163-4722080",5
"2M13255383-4730424",3
"2M13255404-4717062",4
"2M13255642-4724227",4
"2M13255679-4733547",3
"2M13255694-4739537",3
"2M13255725-4740242",1
"2M13255811-4724154",4
"2M13255815-4728323",4
"2M13255824-4722354",8
"2M13255859-4743352",4
"2M13255869-4723395",4
"2M13255871-4736098",4
"2M13255889-4723256",3
"2M13260009-4725379",4
"2M13260113-4716580",3
"2M13260125-4723555",4
"2M13260157-4737122",4
"2M13260160-4734298",8
"2M13260188-4726526",3
"2M13260281-4740558",5
"2M13260282-4721575",5
"2M13260315-4727221",1
"2M13260340-4734285",4
"2M13260369-4737066",3
"2M13260379-4728258",4
"2M13260411-4715150",3
"2M13260439-4725149",7
"2M13260553-4752555",4
"2M13260578-4733316",5
"2M13260605-4727593",4
"2M13260609-4722171",4
"2M13260613-4735096",3
"2M13260649-4732127",3
"2M13260688-4725173",6
"2M13260763-4732541",8
"2M13260773-4725538",3
"2M13260825-4736427",3
"2M13260836-4734087",8
"2M13260849-4724462",3
"2M13260924-4726108",3
"2M13261016-4742356",3
"2M13261061-4734495",8
"2M13261070-4728519",4
"2M13261177-4714172",1
"2M13261183-4730507",3
"2M13261184-4725021",5
"2M13261212-4727365",1
"2M13261225-4738026",5
"2M13261253-4722224",8
"2M13261276-4723080",3
"2M13261313-4734096",5
"2M13261430-4732231",8
"2M13261434-4733408",1
"2M13261471-4725224",7
"2M13261483-4735213",8
"2M13261541-4733081",3
"2M13261665-4726243",4
"2M13261776-4733145",7
"2M13261803-4730041",4
"2M13261808-4729171",4
"2M13261865-4733027",3
"2M13261869-4727328",8
"2M13261978-4720424",3
"2M13261982-4733255",3
"2M13261984-4733316",8
"2M13262016-4734395",8
"2M13262112-4727535",4
"2M13262124-4723483",3
"2M13262170-4741030",4
"2M13262215-4735248",3
"2M13262241-4734248",8
"2M13262279-4722439",8
"2M13262377-4737022",4
"2M13262415-4730580",8
"2M13262457-4724499",4
"2M13262462-4734456",5
"2M13262570-4734507",3
"2M13262719-4734156",1
"2M13262765-4740421",3
"2M13262813-4729158",5
"2M13262909-4735091",4
"2M13262910-4724032",5
"2M13262930-4731356",3
"2M13263102-4724052",5
"2M13263171-4716595",4
"2M13263190-4738210",3
"2M13263263-4725245",1
"2M13263304-4731003",7
"2M13263364-4735255",3
"2M13263396-4738336",8
"2M13263411-4723589",5
"2M13263574-4725243",8
"2M13263667-4722124",8
"2M13263730-4714451",3
"2M13263735-4735046",4
"2M13263745-4723287",8
"2M13263794-4727235",4
"2M13263798-4724434",3
"2M13263828-4723425",3
"2M13263924-4724385",8
"2M13263998-4712595",3
"2M13264023-4730009",5
"2M13264044-4721120",8
"2M13264093-4722571",4
"2M13264112-4714262",3
"2M13264262-4717107",8
"2M13264263-4736386",3
"2M13264309-4743347",3
"2M13264336-4727519",7
"2M13264434-4736459",4
"2M13264480-4723339",8
"2M13264504-4747355",4
"2M13264575-4726224",8
"2M13264627-4720408",3
"2M13264663-4718436",4
"2M13264686-4730575",4
"2M13264691-4724004",3
"2M13264710-4751255",3
"2M13264736-4721262",8
"2M13264760-4724394",5
"2M13264804-4731457",8
"2M13264910-4717344",5
"2M13264928-4733509",1
"2M13265010-4730556",4
"2M13265077-4727340",4
"2M13265123-4735082",8
"2M13265154-4721200",5
"2M13265434-4746051",4
"2M13265559-4735056",5
"2M13265576-4722593",8
"2M13265588-4746359",3
"2M13265592-4722213",8
"2M13265672-4745394",8
"2M13265767-4737258",4
"2M13265787-4709144",3
"2M13265830-4724520",7
"2M13270032-4732040",7
"2M13270116-4724402",8
"2M13270216-4719222",3
"2M13270220-4724313",4
"2M13270366-4724380",5
"2M13270400-4737442",3
"2M13270410-4744160",4
"2M13270470-4723408",4
"2M13270586-4711141",3
"2M13270691-4724233",3
"2M13270694-4737046",8
"2M13270834-4713004",5
"2M13270853-4717115",4
"2M13270922-4724211",5
"2M13270982-4734394",4
"2M13271114-4733556",8
"2M13271190-4746388",3
"2M13271206-4729449",8
"2M13271245-4729389",5
"2M13271523-4728392",3
"2M13271545-4728340",7
"2M13271613-4731044",4
"2M13271625-4741358",4
"2M13271640-4732569",5
"2M13271700-4729061",3
"2M13271847-4715427",3
"2M13271848-4724321",8
"2M13272008-4730279",5
"2M13272093-4729457",8
"2M13272143-4750558",3
"2M13272275-4721560",5
"2M13272304-4743555",3
"2M13272390-4724345",7
"2M13272417-4721302",4
"2M13272478-4724059",1
"2M13272514-4727587",1
"2M13272589-4711154",1
"2M13272603-4724251",3
"2M13272628-4732487",4
"2M13272636-4729170",1
"2M13272640-4743534",8
"2M13272797-4740162",3
"2M13272884-4737487",2
"2M13273167-4725341",8
"2M13273219-4726424",3
"2M13273242-4733078",7
"2M13273303-4726120",1
"2M13273345-4725276",8
"2M13273504-4745403",8
"2M13273612-4718198",3
"2M13273668-4721561",3
"2M13273702-4722328",8
"2M13273735-4728074",8
"2M13273849-4715385",3
"2M13274087-4732285",8
"2M13274143-4717267",3
"2M13274285-4734200",5
"2M13274370-4741073",8
"2M13274381-4723379",5
"2M13274404-4739299",4
"2M13274496-4728274",3
"2M13274643-4725255",4
"2M13274752-4734065",7
"2M13274944-4717577",3
"2M13275039-4715429",5
"2M13275057-4717392",8
"2M13275080-4720583",3
"2M13275113-4721279",3
"2M13275189-4750038",3
"2M13275449-4717255",3
"2M13275790-4719056",5
"2M13280073-4723152",3
"2M13280483-4745041",7
"2M13281357-4724235",3
"2M13413024+2822163",7
"2M13414426+2826048",7
"2M13415599+2823357",5
"2M13415760+2822350",5
"2M13420492+2822301",6
"2M13420678+2813228",7
"2M13420729+2817400",7
"2M13421204+2826265",7
"2M13421659+2823020",6
"2M13421801+2820197",6
"2M13421917+2823487",6
"2M13421985+2824515",7
"2M13422091+2824011",6
"2M13422216+2817065",7
"2M13422387+2824418",7
"2M13422627+2818480",5
"2M13423548+2819583",7
"2M13423753+2816374",6
"2M13425291+2809446",3
"2M13430874+2812335",7
"2M15180013+0209292",6
"2M15182345+0159572",6
"2M15182717+0159524",6
"2M15182919+0202113",6
"2M15184015+0154369",7
"2M15184495+0202034",6
"2M15191912+0202334",6
"2M15192875+0206510",6
"2M16225800-2628463",1
"2M16230063-2618065",1
"2M16230267-2629282",1
"2M16230368-2634550",1
"2M16230960-2631053",1
"2M16231194-2644369",1
"2M16231204-2630540",1
"2M16231729-2624578",1
"2M16232139-2631093",1
"2M16232169-2626468",1
"2M16232488-2631474",1
"2M16232725-2635363",1
"2M16233236-2629222",1
"2M16233293-2627501",1
"2M16233520-2632323",1
"2M16233592-2633344",1
"2M16233860-2629159",1
"2M16233885-2625427",1
"2M16234279-2629276",1
"2M16234308-2628074",1
"2M16234802-2636436",1
"2M16235358-2634151",1
"2M16235611-2631306",1
"2M16235736-2629320",1
"2M16235874-2624289",1
"2M16240766-2634251",1
"2M16240898-2622404",1
"2M16242276-2628364",1
"2M16242964-2628168",1
"2M16244817-2644029",1
"2M16322112-1302516",2
"2M16322307-1258311",1
"2M16322932-1259317",1
"2M16410648+3628136",6
"2M16411583+3633177",3
"2M16412408+3625306",7
"2M16413684+3629289",7
"2M16414558+3630328",6
"2M16414744+3628284",6
"2M16421650+3626137",4
"2M16421985+3629461",8
"2M16423787+3624127",6
"2M16470753-0157022",6
"2M16471050-0200025",5
"2M16471196-0158195",5
"2M16471631-0158158",5
"2M16472533-0154146",5
"2M16565095-0409211",3
"2M16565359-0408144",5
"2M16565433-0405359",4
"2M16565506-0402168",7
"2M16565710-0402312",5
"2M16565733-0408287",5
"2M16565831-0408052",5
"2M16570550-0408364",4
"2M16570675-0403104",6
"2M16571018-0406099",7
"2M16571117-0403190",8
"2M16571373-0408352",5
"2M16571405-0410438",5
"2M16571442-0411113",5
"2M16571608-0404329",5
"2M16571876-0405194",5
"2M17022085-2620171",4
"2M17022912-2617443",5
"2M17023301-2615360",4
"2M17023388-2607556",5
"2M17023529-2613089",5
"2M17023726-2615560",4
"2M17023942-2616416",6
"2M17023946-2615017",5
"2M17024119-2614325",3
"2M17024261-2616262",4
"2M17024377-2615526",4
"2M17024412-2616495",4
"2M17024453-2618589",5
"2M17024618-2615261",4
"2M17024627-2614484",4
"2M17024717-2615107",5
"2M17024838-2615546",4
"2M17024937-2616484",4
"2M17025927-2616423",4
"2M17142716-2929529",2
"2M17143573-2927050",2
"2M17164482-2808302",2
"2M17170081+4310251",4
"2M17170709+4309362",8
"2M17170807+4310448",5
"2M17171043+4311076",3
"2M17171342+4308305",5
"2M17273540-3047308",2
"2M17305424-3950496",4
"2M17305774-2957404",1
"2M17305949-3000019",5
"2M17310187-3950066",4
"2M17310541-2958416",5
"2M17310703-2959376",6
"2M17312661-3951342",3
"2M17332090-3322320",6
"2M17342693-3904060",2
"2M17343616-3903344",2
"2M17355001-4440376",6
"2M17355598-4444428",6
"2M17360034-3835151",2
"2M17360758-4442390",6
"2M17361139-4445599",6
"2M17361514-4445059",6
"2M17393475-5341157",4
"2M17394134-5342275",5
"2M17394781-5341066",3
"2M17395992-5335191",4
"2M17400658-5340283",4
"2M17402051-5342443",4
"2M17402321-5339188",3
"2M17402407-5342527",4
"2M17402817-5337257",4
"2M17402849-5341018",4
"2M17402864-5338323",4
"2M17403056-5342112",4
"2M17404221-5341230",4
"2M17404476-5344058",3
"2M17404525-5341049",4
"2M17404736-5339487",4
"2M17404922-5326297",3
"2M17405300-5337491",4
"2M17410347-5342121",4
"2M17411073-5335345",5
"2M17412641-5334462",4
"2M17434071-2613528",2
"2M17480668-2447374",2
"2M18013889-2650118",7
"2M18015592-2749451",1
"2M18033819-3000515",6
"2M18071050-2458361",4
"2M18071622-2457231",5
"2M18071923-2500317",4
"2M18071947-2500517",5
"2M18072003-2502407",4
"2M18072230-2458509",5
"2M18072612-2457497",4
"2M18072927-2502396",4
"2M18121361-2245172",2
"2M18133620-3149040",1
"2M18133789-3147295",2
"2M18315401-2328338",1
"2M18315544-2326525",6
"2M18352465-2356029",4
"2M18352706-2402370",3
"2M18353413-2359064",3
"2M18353544-2348160",7
"2M18354120-2351024",4
"2M18354131-2405456",3
"2M18354528-2405036",4
"2M18354905-2353218",3
"2M18354996-2355000",4
"2M18355518-2354406",7
"2M18355566-2356071",4
"2M18355579-2347350",4
"2M18360330-2400080",4
"2M18360861-2357201",5
"2M18361022-2348444",6
"2M18361073-2351348",3
"2M18361160-2352066",3
"2M18361211-2355433",4
"2M18361585-2358140",4
"2M18361628-2346353",4
"2M18361767-2357048",4
"2M18361774-2354478",4
"2M18361778-2354327",5
"2M18361950-2352252",3
"2M18362063-2401108",3
"2M18362145-2347379",5
"2M18362197-2348039",3
"2M18362311-2356511",7
"2M18362428-2349337",3
"2M18362527-2345336",4
"2M18362598-2355586",8
"2M18362613-2354510",5
"2M18362663-2353168",4
"2M18362702-2352184",4
"2M18363098-2349536",3
"2M18363216-2356043",4
"2M18363282-2351112",4
"2M18363397-2404419",5
"2M18363472-2352014",7
"2M18363724-2358597",3
"2M18363741-2351564",3
"2M18363747-2354170",5
"2M18364162-2349320",5
"2M18364485-2401571",4
"2M18364496-2358596",4
"2M18365118-2351336",4
"2M18365386-2350496",3
"2M18365958-2354415",4
"2M18370570-2352047",3
"2M18550152-3023072",6
"2M18550247-3031314",7
"2M18550293-3029523",7
"2M18550560-3026332",8
"2M18551171-2242420",5
"2M18552660-3025543",6
"2M18552982-3028545",7
"2M18594472-3639043",6
"2M19090865-6009251",8
"2M19093295-5957338",8
"2M19094430-6015004",8
"2M19095219-5957438",8
"2M19095631-5951276",4
"2M19100551-5943257",6
"2M19100895-5959022",6
"2M19102039-6001565",4
"2M19102705-6008405",8
"2M19103388-6006048",3
"2M19103867-5954507",8
"2M19104533-5944306",3
"2M19105903+0103142",2
"2M19110769-6001239",3
"2M19111990-6009027",8
"2M19113048-5954343",6
"2M19113192-5958371",4
"2M19113265-6000021",8
"2M19113471-5951018",5
"2M19114668-5958086",8
"2M19115324-5953501",4
"2M19120432-5951550",3
"2M19120559-6001164",3
"2M19121181-5950266",3
"2M19392429-3053510",4
"2M19393734-3057322",7
"2M19394498-3100137",5
"2M19394647-3057463",4
"2M19395055-3058294",3
"2M19395061-3055421",5
"2M19395107-3056275",5
"2M19395453-3056269",5
"2M19395601-3055169",7
"2M19395964-3055100",4
"2M19400535-3053118",4
"2M19400785-3102131",7
"2M19400853-3050167",5
"2M19532580+1850334",2
"2M19533893+1843111",2
"2M19534061+1848284",2
"2M19534103+1846056",2
"2M19534288+1846374",2
"2M19534477+1846349",2
"2M19534576+1842360",2
"2M19534838+1848449",2
"2M19534870+1848327",2
"2M19535009+1851185",2
"2M21290843+1209118",8
"2M21295082+1211301",8
"2M21295145+1208105",3
"2M21295519+1211432",4
"2M21300053+1211369",8
"2M21300480+1211469",3
"2M21300733+1209378",8
"2M21331723-0048171",7
"2M21332531-0052511",7
"2M21333747-0047252",5
